TICKER,SECTOR,INDUSTRY
DIN,Consumer Cyclical,Restaurants
WSFS,Financial Services,Banks—Regional
TA,Consumer Cyclical,Specialty Retail
ATAI,Healthcare,Biotechnology
RMD,Healthcare,Medical Instruments & Supplies
AVCT,Technology,Information Technology Services
MUI,Financial Services,Asset Management
FWAC,Financial Services,Shell Companies
WNEB,Financial Services,Banks—Regional
NCAC,Financial Services,Shell Companies
LPTH,Technology,Electronic Components
PGTK,Industrials,Pollution & Treatment Controls
HRGG,Financial Services,Banks—Regional
CABO,Communication Services,Telecom Services
SBFM,Healthcare,Drug Manufacturers—Specialty & Generic
SLDB,Healthcare,Biotechnology
KEX,Industrials,Marine Shipping
KRC,Real Estate,REIT—Office
RFI,Financial Services,Asset Management
IPIX,Healthcare,Biotechnology
VERU,Healthcare,Biotechnology
OFS,Financial Services,Asset Management
EFL,Fund,
CRF,Financial Services,Asset Management
VKIN,Energy,Oil & Gas E&P
MCB,Financial Services,Banks—Regional
MINM,Technology,Communication Equipment
GBX,Industrials,Railroads
MNRL,Energy,Oil & Gas E&P
LVRA,Financial Services,Shell Companies
SNGX,Healthcare,Biotechnology
ALIM,Healthcare,Drug Manufacturers—Specialty & Generic
ONCT,Healthcare,Biotechnology
FMFG,Financial Services,Banks—Regional
AMNL,Basic Materials,Other Industrial Metals & Mining
CCEL,Healthcare,Medical Care Facilities
ARGO,Financial Services,Insurance—Property & Casualty
FTFT,Technology,Software—Application
T,Communication Services,Telecom Services
ACRS,Healthcare,Diagnostics & Research
GLG,Basic Materials,Other Industrial Metals & Mining
WABC,Financial Services,Banks—Regional
MMNFF,Healthcare,Drug Manufacturers—Specialty & Generic
BANC,Financial Services,Banks—Regional
BEGI,Financial Services,Capital Markets
ALK,Industrials,Airlines
PCRX,Healthcare,Drug Manufacturers—Specialty & Generic
ULBI,Industrials,Electrical Equipment & Parts
SIG,Consumer Cyclical,Luxury Goods
UBCP,Financial Services,Banks—Regional
VTIQ,Financial Services,Shell Companies
CVS,Healthcare,Healthcare Plans
WAVC,Financial Services,Shell Companies
HOOK,Healthcare,Biotechnology
DCT,Technology,Software—Application
PTGX,Healthcare,Biotechnology
MPB,Financial Services,Banks—Regional
AGIO,Healthcare,Biotechnology
WTNW,Industrials,Pollution & Treatment Controls
RELT,Industrials,Engineering & Construction
FUN,Consumer Cyclical,Leisure
GBNY,Financial Services,Banks—Regional
GTY,Real Estate,REIT—Retail
AGTK,Real Estate,Real Estate Services
UNM,Financial Services,Insurance—Life
PRPO,Healthcare,Diagnostics & Research
EEX,Communication Services,Advertising Agencies
AA,Basic Materials,Aluminum
UFAB,Consumer Cyclical,Auto Parts
PWSC,Technology,Software—Application
CNXA,Consumer Cyclical,Leisure
SM,Energy,Oil & Gas E&P
TRUE,Communication Services,Internet Content & Information
ELYS,Consumer Cyclical,Gambling
BLZE,Technology,Software—Infrastructure
AIAD,Technology,Software—Application
NAVI,Financial Services,Credit Services
ORLY,Consumer Cyclical,Specialty Retail
WIW,Financial Services,Asset Management
BTTX,Healthcare,Biotechnology
HBCP,Financial Services,Banks—Regional
EDUC,Communication Services,Publishing
AMS,Healthcare,Medical Care Facilities
CVCO,Consumer Cyclical,Residential Construction
TITN,Industrials,Industrial Distribution
BOMH,Consumer Cyclical,Specialty Retail
ABML,Basic Materials,Other Industrial Metals & Mining
TRNS,Industrials,Industrial Distribution
RMT,Financial Services,Asset Management
AR,Energy,Oil & Gas E&P
EUCR,Financial Services,Shell Companies
UGHL,Technology,Software—Application
PRIF-PJ,Fund,
PZN,Financial Services,Asset Management
AMSF,Financial Services,Insurance—Specialty
PRAA,Financial Services,Credit Services
OPOF,Financial Services,Banks—Regional
SMP,Consumer Cyclical,Auto Parts
ACCD,Healthcare,Health Information Services
SGBX,Industrials,Metal Fabrication
PLBY,Consumer Cyclical,Leisure
CRXT,Healthcare,Drug Manufacturers—General
CFVI,Financial Services,Shell Companies
OMQS,Technology,Software—Application
TCBK,Financial Services,Banks—Regional
GHC,Consumer Defensive,Education & Training Services
ZY,Basic Materials,Specialty Chemicals
CLCS,Healthcare,Biotechnology
PQEFF,Energy,Oil & Gas E&P
HFFG,Consumer Defensive,Food Distribution
LOGC,Healthcare,Biotechnology
SQFT,Real Estate,REIT—Diversified
UTF,Financial Services,Asset Management
WDFC,Basic Materials,Specialty Chemicals
DEA,Real Estate,REIT—Office
QLGN,Healthcare,Biotechnology
SYBT,Financial Services,Banks—Regional
IMVT,Healthcare,Biotechnology
PGSS,Financial Services,Shell Companies
LGL,Technology,Electronic Components
VCYT,Healthcare,Biotechnology
PROV,Financial Services,Banks—Regional
SONM,Technology,Communication Equipment
KVSA,Financial Services,Shell Companies
CMAX,Healthcare,Health Information Services
AMLX,Healthcare,Biotechnology
MSM,Industrials,Industrial Distribution
BBAI,Technology,Information Technology Services
MRC,Energy,Oil & Gas Equipment & Services
MPLX,Energy,Oil & Gas Midstream
AMWL,Healthcare,Health Information Services
FCO,Financial Services,Asset Management
INNV,Healthcare,Medical Care Facilities
SILK,Healthcare,Medical Devices
PUBM,Technology,Software—Application
RBOT,Healthcare,Medical Devices
RRX,Industrials,Specialty Industrial Machinery
PINE,Real Estate,REIT—Retail
GXO,Industrials,Integrated Freight & Logistics
GTE,Energy,Oil & Gas E&P
AMN,Healthcare,Medical Care Facilities
DKS,Consumer Cyclical,Specialty Retail
HARP,Healthcare,Biotechnology
VKTX,Healthcare,Biotechnology
CRIS,Healthcare,Biotechnology
MANT,Technology,Software—Application
SPGI,Financial Services,Financial Data & Stock Exchanges
ASPA,Financial Services,Shell Companies
LUVU,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TRNX,Energy,Oil & Gas Integrated
ACU,Consumer Defensive,Household & Personal Products
BRQS,Technology,Software—Application
SBET,Consumer Cyclical,Gambling
TRU,Industrials,Consulting Services
AUVI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VRUS,Consumer Defensive,Food Distribution
CGNX,Technology,Scientific & Technical Instruments
CIVI,Energy,Oil & Gas E&P
COEP,Healthcare,Biotechnology
GRTS,Healthcare,Biotechnology
HYSR,Technology,Solar
SSOK,Consumer Cyclical,Luxury Goods
BJDX,Healthcare,Medical Devices
CERS,Healthcare,Medical Devices
SABS,Healthcare,Biotechnology
NXGL,Healthcare,Medical Instruments & Supplies
UNP,Industrials,Railroads
HFWA,Financial Services,Banks—Regional
MYN,Financial Services,Asset Management
CPWR,Utilities,Utilities—Renewable
VPG,Technology,Scientific & Technical Instruments
HAFC,Financial Services,Banks—Regional
SWTX,Healthcare,Biotechnology
NN,Communication Services,Internet Content & Information
TRDA,Healthcare,Biotechnology
BAND,Technology,Software—Infrastructure
HLIT,Technology,Communication Equipment
IOVA,Healthcare,Biotechnology
JOUT,Consumer Cyclical,Leisure
NNN,Real Estate,REIT—Retail
YRIV,Real Estate,Real Estate—Diversified
GIGM,Communication Services,Electronic Gaming & Multimedia
UFCS,Financial Services,Insurance—Property & Casualty
CBT,Basic Materials,Specialty Chemicals
CYH,Healthcare,Medical Care Facilities
TWLO,Communication Services,Internet Content & Information
IDN,Technology,Software—Application
AAL,Industrials,Airlines
HCDI,Real Estate,Real Estate—Development
TENB,Technology,Software—Infrastructure
SQL,Healthcare,Diagnostics & Research
NI,Utilities,Utilities—Regulated Gas
QFTA,Financial Services,Shell Companies
JSHG,Basic Materials,Gold
ATNM,Healthcare,Biotechnology
TPL,Energy,Oil & Gas E&P
HQH,Financial Services,Asset Management
PWOD,Financial Services,Banks—Regional
OXM,Consumer Cyclical,Apparel Manufacturing
LQMT,Industrials,Metal Fabrication
ANIP,Healthcare,Drug Manufacturers—Specialty & Generic
MEIP,Healthcare,Biotechnology
ALF,Technology,Software—Infrastructure
OZSC,Industrials,Electrical Equipment & Parts
MGTI,Financial Services,Capital Markets
SMFL,Consumer Defensive,Packaged Foods
JHAA,Fund,
GWRS,Utilities,Utilities—Regulated Water
FSFG,Financial Services,Banks—Regional
DNAY,Healthcare,Medical Devices
SOVO,Consumer Defensive,Packaged Foods
IMII,Basic Materials,Gold
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AXIM,Healthcare,Biotechnology
SCAQ,Financial Services,Shell Companies
CNC,Healthcare,Healthcare Plans
DCP,Energy,Oil & Gas Midstream
NPCE,Healthcare,Medical Devices
BLCM,Healthcare,Biotechnology
NL,Industrials,Security & Protection Services
DRTT,Industrials,Engineering & Construction
NUVB,Healthcare,Biotechnology
BEN,Financial Services,Asset Management
ALEC,Healthcare,Biotechnology
AZPN,Technology,Software—Application
ASYS,Technology,Semiconductor Equipment & Materials
GPRE,Basic Materials,Specialty Chemicals
BIG,Consumer Defensive,Discount Stores
EAST,Consumer Defensive,Beverages—Wineries & Distilleries
BKNG,Consumer Cyclical,Travel Services
JANX,Healthcare,Biotechnology
CZR,Consumer Cyclical,Resorts & Casinos
RCAR,Healthcare,Biotechnology
LAAA,Financial Services,Shell Companies
HWGC,Consumer Cyclical,Internet Retail
MOFG,Financial Services,Banks—Regional
GLEE,Financial Services,Shell Companies
BFK,Financial Services,Asset Management
IDYA,Healthcare,Biotechnology
KDOZF,Communication Services,Advertising Agencies
GDV,Financial Services,Asset Management
NPTN,Fund,
MIND,Technology,Scientific & Technical Instruments
ADGO,Technology,Software—Application
MMM,Industrials,Conglomerates
FCNCA,Financial Services,Banks—Regional
IDR,Basic Materials,Gold
SVBL,Basic Materials,Other Industrial Metals & Mining
RH,Consumer Cyclical,Specialty Retail
AGL,Healthcare,Medical Care Facilities
ALR,Healthcare,Medical Care Facilities
EMCF,Financial Services,Banks—Regional
BSTG,Healthcare,Biotechnology
SAIC,Technology,Information Technology Services
FSR,Consumer Cyclical,Auto Manufacturers
VPRB,Consumer Defensive,Tobacco
ASPU,Consumer Defensive,Education & Training Services
IACC,Financial Services,Shell Companies
RLI,Financial Services,Insurance—Property & Casualty
BFST,Financial Services,Banks—Regional
AOUT,Consumer Cyclical,Leisure
BRBS,Financial Services,Banks—Regional
WRB,Financial Services,Insurance—Property & Casualty
JACK,Consumer Cyclical,Restaurants
PTSI,Industrials,Trucking
CALM,Consumer Defensive,Farm Products
WATT,Technology,Scientific & Technical Instruments
BGSF,Industrials,Staffing & Employment Services
COO,Healthcare,Medical Instruments & Supplies
MTB,Financial Services,Banks—Regional
AGHC,Fund,
NEXI,Healthcare,Biotechnology
AXTI,Technology,Semiconductor Equipment & Materials
SCD,Financial Services,Asset Management
TLGA,Financial Services,Shell Companies
ALPA,Financial Services,Shell Companies
IVT,Real Estate,REIT—Retail
CHMI,Real Estate,REIT—Mortgage
FSBC,Financial Services,Banks—Regional
AMPL,Technology,Software—Application
RMRI,Basic Materials,Other Industrial Metals & Mining
CCD,Financial Services,Asset Management
DC,Basic Materials,Gold
BSL,Financial Services,Asset Management
ON,Technology,Semiconductors
CLR,Energy,Oil & Gas E&P
MCR,Financial Services,Asset Management
ESGR,Financial Services,Insurance—Diversified
BEAM,Healthcare,Biotechnology
MFD,Financial Services,Asset Management
GTPA,Financial Services,Shell Companies
BGSX,Financial Services,Shell Companies
OPEN,Real Estate,Real Estate Services
PICC,Financial Services,Shell Companies
PRTS,Consumer Cyclical,Internet Retail
WEAV,Technology,Software—Application
LTUM,Basic Materials,Other Industrial Metals & Mining
BTT,Financial Services,Asset Management
NLBS,Healthcare,Drug Manufacturers—Specialty & Generic
PLAG,Consumer Defensive,Packaged Foods
TPBA,Financial Services,Shell Companies
ICAD,Healthcare,Medical Devices
CP,Industrials,Railroads
KOSS,Technology,Consumer Electronics
CBKCQ,Consumer Cyclical,Apparel Retail
IEA,Industrials,Engineering & Construction
TMNA,Technology,Software—Infrastructure
SEEL,Healthcare,Biotechnology
BASA,Basic Materials,Building Materials
MTD,Healthcare,Diagnostics & Research
EIGR,Healthcare,Biotechnology
GLSPT,Fund,
NEOG,Healthcare,Diagnostics & Research
VERI,Technology,Software—Infrastructure
MLVF,Financial Services,Banks—Regional
IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
JKSM,Industrials,Specialty Industrial Machinery
CSL,Industrials,Building Products & Equipment
AURC,Financial Services,Shell Companies
INND,Healthcare,Medical Instruments & Supplies
THCP,Financial Services,Shell Companies
NVOS,Healthcare,Medical Care Facilities
NEU,Basic Materials,Specialty Chemicals
PRLH,Financial Services,Shell Companies
FORD,Consumer Cyclical,Footwear & Accessories
OSH,Healthcare,Medical Care Facilities
KYN,Financial Services,Asset Management
NETC,Financial Services,Shell Companies
WCN,Industrials,Waste Management
CTA-PA,Basic Materials,Agricultural Inputs
NURO,Healthcare,Medical Devices
EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AXGN,Healthcare,Medical Devices
HPP,Real Estate,REIT—Office
XYL,Industrials,Specialty Industrial Machinery
IRT,Real Estate,REIT—Residential
ISO,Healthcare,Medical Devices
OVV,Energy,Oil & Gas E&P
CAPR,Healthcare,Biotechnology
CLPT,Healthcare,Medical Devices
KTEL,Communication Services,Telecom Services
IDRA,Healthcare,Biotechnology
DMRC,Technology,Information Technology Services
TSRI,Technology,Software—Application
FIND,Basic Materials,Chemicals
REEMF,Basic Materials,Other Industrial Metals & Mining
INN,Real Estate,REIT—Hotel & Motel
MNP,Financial Services,Asset Management
SON,Consumer Cyclical,Packaging & Containers
GECC,Financial Services,Asset Management
CADCX,Fund,
IRNT,Technology,Software—Infrastructure
PJT,Financial Services,Capital Markets
SAIA,Industrials,Trucking
TWI,Industrials,Farm & Heavy Construction Machinery
NXTC,Healthcare,Biotechnology
HUBS,Technology,Software—Application
RYN,Real Estate,REIT—Specialty
KORE,Communication Services,Telecom Services
AB,Financial Services,Asset Management
FLO,Consumer Defensive,Packaged Foods
VIA,Utilities,Utilities—Regulated Electric
BHAC,Financial Services,Shell Companies
PLD,Real Estate,REIT—Industrial
PFBX,Financial Services,Banks—Regional
PKTX,Healthcare,Biotechnology
EFSH,Industrials,Conglomerates
SUP,Consumer Cyclical,Auto Parts
HI,Industrials,Specialty Industrial Machinery
WSBC,Financial Services,Banks—Regional
ADPT,Healthcare,Biotechnology
LBTYA,Communication Services,Telecom Services
STSS,Healthcare,Medical Instruments & Supplies
PLUG,Industrials,Electrical Equipment & Parts
RUN,Technology,Solar
WRAC,Financial Services,Shell Companies
HMTV,Communication Services,Entertainment
RMGC,Financial Services,Shell Companies
MSI,Technology,Communication Equipment
SNFCA,Financial Services,Mortgage Finance
WRK,Consumer Cyclical,Packaging & Containers
SYK,Healthcare,Medical Devices
REXR,Real Estate,REIT—Industrial
KANP,Real Estate,Real Estate—Development
ENR,Industrials,Electrical Equipment & Parts
HGEN,Healthcare,Biotechnology
IPSC,Healthcare,Biotechnology
XBIO,Healthcare,Biotechnology
RS,Basic Materials,Steel
RDUS,Healthcare,Drug Manufacturers—Specialty & Generic
ATLO,Financial Services,Banks—Regional
NOAC,Financial Services,Shell Companies
PCT,Industrials,Pollution & Treatment Controls
IFMK,Consumer Defensive,Grocery Stores
DCGO,Healthcare,Medical Care Facilities
UHAL,Industrials,Rental & Leasing Services
EVN,Financial Services,Asset Management
NKTR,Healthcare,Biotechnology
REFI,Real Estate,REIT—Mortgage
BMI,Technology,Scientific & Technical Instruments
DLCR,Basic Materials,Other Industrial Metals & Mining
GPK,Consumer Cyclical,Packaging & Containers
ALB,Basic Materials,Specialty Chemicals
CURR,Healthcare,Drug Manufacturers—Specialty & Generic
FMY,Financial Services,Asset Management
IAF,Financial Services,Asset Management
JRVS,Financial Services,Shell Companies
CYXT,Technology,Information Technology Services
NVAC,Financial Services,Shell Companies
HMPT,Financial Services,Mortgage Finance
Y,Financial Services,Insurance—Property & Casualty
VATE,Industrials,Engineering & Construction
TXG,Healthcare,Health Information Services
CMGR,Communication Services,Advertising Agencies
U,Technology,Software—Application
WLK,Basic Materials,Specialty Chemicals
BCRX,Healthcare,Biotechnology
BSPK,Healthcare,Drug Manufacturers—Specialty & Generic
PBFX,Energy,Oil & Gas Midstream
SMBK,Financial Services,Banks—Regional
AAON,Industrials,Building Products & Equipment
CPNG,Consumer Cyclical,Internet Retail
CPMV,Healthcare,Biotechnology
FRBK,Financial Services,Banks—Regional
SASI,Technology,Information Technology Services
RVP,Healthcare,Medical Instruments & Supplies
CABA,Healthcare,Biotechnology
